"","date","admin1","admin2","admin3","origin","household","individual"
"387",2014-12-31,"Sikasso","Bougouni","Bougouni Commune",NA,13,14
"388",2014-12-31,"Kayes","Kayes","Kayes Commune",NA,66,159
"389",2014-12-31,"Kayes","Bafoulabe","Bafoulabe",NA,5,19
"390",2014-12-31,"Kayes","Diema","Diema",NA,16,84
"391",2014-12-31,"Kayes","Yelimane","Guidime",NA,1,1
"392",2014-12-31,"Kayes","Nioro","Nioro Commune",NA,39,78
"393",2014-12-31,"Kayes","Kita","Kita Commune",NA,13,35
"394",2014-12-31,"Kayes","Kenieba","Kenieba",NA,0,0
"395",2014-12-31,"Sikasso","Kadiolo","Kadiolo",NA,2,2
"396",2014-12-31,"Sikasso","Yorosso","Yorosso",NA,7,12
"397",2014-12-31,"Koulikoro","Kati","Kati Commune",NA,1700,10325
"398",2014-12-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,25,74
"399",2014-12-31,"Koulikoro","Dioila","Guegneka",NA,13,57
"400",2015-04-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,26,75
"401",2015-04-30,"Koulikoro","Dioila","Guegneka",NA,9,34
"402",2015-04-30,"Koulikoro","Kati","Kati Commune",NA,950,4622
"403",2015-04-30,"Sikasso","Yorosso","Yorosso",NA,5,9
"404",2015-04-30,"Sikasso","Kolondieba","Kolondieba",NA,2,2
"405",2015-04-30,"Kayes","Diema","Diema",NA,4,25
"406",2015-04-30,"Kayes","Kita","Kita Commune",NA,9,22
"407",2015-04-30,"Kayes","Nioro","Nioro Commune",NA,13,30
"408",2015-04-30,"Kayes","Kayes","Kayes Commune",NA,56,143
"409",2015-04-30,"Kayes","Bafoulabe","Bafoulabe",NA,4,14
"410",2015-04-30,"Sikasso","Bougouni","Bougouni Commune",NA,11,12
"411",2015-04-30,"Sikasso","Koutiala","Koutiala Commune",NA,79,135
"412",2015-04-30,"Sikasso","Yanfolila","Baya",NA,3,7
"413",2015-04-30,"Ségou","Baroueli","Baraoueli",NA,5,17
"414",2015-04-30,"Sikasso","Sikasso","SIKASSO Commune",NA,42,49
"415",2015-04-30,"Ségou","San","San Commune",NA,87,450
"416",2015-04-30,"Ségou","Bla","Bla",NA,7,26
"417",2015-04-30,"Ségou","Segou","Segou Commune",NA,255,920
"418",2015-04-30,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"419",2015-04-30,"Mopti","Bankass","Bankass",NA,4,6
"420",2015-04-30,"Mopti","Youwarou","Youwarou",NA,11,77
"421",2015-04-30,"Ségou","Niono","Niono",NA,54,264
"422",2015-04-30,"Ségou","Tominian","Tominian",NA,8,33
"423",2015-04-30,"Ségou","Macina","Macina",NA,5,16
"424",2015-04-30,"Mopti","Mopti","Mopti Commune",NA,539,1687
"425",2015-04-30,"Mopti","Koro","Koro",NA,27,98
"426",2015-04-30,"Mopti","Douentza","Douentza Commune",NA,24,84
"427",2015-04-30,"Mopti","Djenne","Djenne Commune",NA,20,30
"428",2015-04-30,"Tombouctou","Tombouctou","Tombouctou",NA,644,3020
"429",2015-04-30,"Tombouctou","Dire","Dire",NA,1128,3658
"430",2015-04-30,"Mopti","Tenenkou","Tenenkou Commune",NA,18,54
"431",2015-04-30,"Tombouctou","Niafunke","Souboundou",NA,199,1112
"432",2015-04-30,"Tombouctou","Gourma-Rharous","Rharous",NA,163,745
"433",2015-04-30,"Tombouctou","Goundam","Goundam Commune",NA,407,1558
"434",2015-04-30,"Gao","Ansongo","Ansongo",NA,280,1612
"435",2015-04-30,"Gao","Bourem","Bourem",NA,262,1518
"436",2015-04-30,"Gao","Gao","Gao",NA,366,1706
"437",2015-04-30,"Gao","Menaka","Menaka",NA,370,1927
"438",2015-04-30,"Kidal","Tin-Essako","Tin Essako",NA,248,967
"439",2015-04-30,"Kidal","Kidal","Anefif",NA,166,953
"440",2015-04-30,"Bamako","Bamako","Commune VI",NA,416,2474
"441",2015-04-30,"Bamako","Bamako","Commune III",NA,383,2299
"442",2015-04-30,"Bamako","Bamako","Commune IV",NA,384,1542
"443",2015-04-30,"Bamako","Bamako","Commune V",NA,388,1909
"444",2015-04-30,"Kidal","Abeibara","Abeibara",NA,750,2877
"445",2015-04-30,"Kidal","Tessalit","Tessalit",NA,292,860
"446",2015-04-30,"Bamako","Bamako","Commune II",NA,118,541
"447",2015-04-30,"Bamako","Bamako","Commune I",NA,495,2840
"448",2015-05-31,"Bamako","Bamako","Commune I",NA,495,2840
"449",2015-05-31,"Bamako","Bamako","Commune II",NA,118,541
"450",2015-05-31,"Kidal","Tessalit","Tessalit",NA,292,860
"451",2015-05-31,"Kidal","Abeibara","Abeibara",NA,750,2877
"452",2015-05-31,"Bamako","Bamako","Commune IV",NA,384,1542
"453",2015-05-31,"Bamako","Bamako","Commune III",NA,383,2299
"454",2015-05-31,"Bamako","Bamako","Commune V",NA,388,1909
"455",2015-05-31,"Bamako","Bamako","Commune VI",NA,416,2474
"456",2015-05-31,"Kidal","Kidal","Anefif",NA,166,953
"457",2015-05-31,"Kidal","Tin-Essako","Tin Essako",NA,248,967
"458",2015-05-31,"Gao","Menaka","Menaka",NA,718,3713
"459",2015-05-31,"Gao","Gao","Gao",NA,366,1706
"460",2015-05-31,"Gao","Ansongo","Ansongo",NA,574,2867
"461",2015-05-31,"Gao","Bourem","Bourem",NA,262,1518
"462",2015-05-31,"Tombouctou","Goundam","Goundam Commune",NA,1745,11062
"463",2015-05-31,"Tombouctou","Gourma-Rharous","Rharous",NA,4811,32291
"464",2015-05-31,"Tombouctou","Niafunke","Souboundou",NA,699,4612
"465",2015-05-31,"Mopti","Tenenkou","Tenenkou Commune",NA,18,54
"466",2015-05-31,"Tombouctou","Tombouctou","Tombouctou",NA,2097,12911
"467",2015-05-31,"Tombouctou","Dire","Dire",NA,1128,3658
"468",2015-05-31,"Mopti","Djenne","Djenne Commune",NA,20,30
"469",2015-05-31,"Mopti","Douentza","Douentza Commune",NA,24,84
"470",2015-05-31,"Mopti","Koro","Koro",NA,27,98
"471",2015-05-31,"Mopti","Mopti","Mopti Commune",NA,861,3770
"472",2015-05-31,"Ségou","Macina","Macina",NA,5,16
"473",2015-05-31,"Ségou","Tominian","Tominian",NA,8,33
"474",2015-05-31,"Ségou","Niono","Niono",NA,54,264
"475",2015-05-31,"Mopti","Youwarou","Youwarou",NA,11,77
"476",2015-05-31,"Mopti","Bankass","Bankass",NA,4,6
"477",2015-05-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"478",2015-05-31,"Ségou","Segou","Segou Commune",NA,255,920
"479",2015-05-31,"Ségou","Bla","Bla",NA,7,26
"480",2015-05-31,"Ségou","San","San Commune",NA,87,450
"481",2015-05-31,"Sikasso","Sikasso","SIKASSO Commune",NA,42,49
"482",2015-05-31,"Ségou","Baroueli","Baraoueli",NA,5,17
"483",2015-05-31,"Sikasso","Yanfolila","Baya",NA,3,7
"484",2015-05-31,"Sikasso","Koutiala","Koutiala Commune",NA,79,135
"485",2015-05-31,"Sikasso","Bougouni","Bougouni Commune",NA,11,12
"486",2015-05-31,"Kayes","Bafoulabe","Bafoulabe",NA,4,14
"487",2015-05-31,"Kayes","Diema","Diema",NA,4,25
"488",2015-05-31,"Kayes","Kayes","Kayes Commune",NA,56,143
"489",2015-05-31,"Kayes","Kita","Kita Commune",NA,9,22
"490",2015-05-31,"Kayes","Nioro","Nioro Commune",NA,13,30
"491",2015-05-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,26,75
"492",2015-05-31,"Sikasso","Kolondieba","Kolondieba",NA,2,2
"493",2015-05-31,"Sikasso","Yorosso","Yorosso",NA,5,9
"494",2015-05-31,"Koulikoro","Kati","Kati Commune",NA,950,4622
"495",2015-05-31,"Koulikoro","Dioila","Guegneka",NA,9,34
"496",2015-06-17,"Koulikoro","Dioila","Guegneka",NA,9,34
"497",2015-06-17,"Koulikoro","Kati","Kati Commune",NA,950,4622
"498",2015-06-17,"Sikasso","Yorosso","Yorosso",NA,5,9
"499",2015-06-17,"Sikasso","Kolondieba","Kolondieba",NA,2,2
"500",2015-06-17,"Koulikoro","Koulikoro","Koulikoro Commune",NA,26,75
"501",2015-06-17,"Kayes","Nioro","Nioro Commune",NA,13,30
"502",2015-06-17,"Kayes","Kita","Kita Commune",NA,9,22
"503",2015-06-17,"Kayes","Bafoulabe","Bafoulabe",NA,4,14
"504",2015-06-17,"Kayes","Kayes","Kayes Commune",NA,56,143
"505",2015-06-17,"Kayes","Diema","Diema",NA,4,25
"506",2015-06-17,"Sikasso","Koutiala","Koutiala Commune",NA,79,135
"507",2015-06-17,"Sikasso","Yanfolila","Baya",NA,3,7
"508",2015-06-17,"Sikasso","Sikasso","SIKASSO Commune",NA,42,49
"509",2015-06-17,"Ségou","Baroueli","Baraoueli",NA,5,17
"510",2015-06-17,"Sikasso","Bougouni","Bougouni Commune",NA,11,12
"511",2015-06-17,"Ségou","San","San Commune",NA,87,450
"512",2015-06-17,"Ségou","Segou","Segou Commune",NA,255,920
"513",2015-06-17,"Ségou","Bla","Bla",NA,7,26
"514",2015-06-17,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"515",2015-06-17,"Mopti","Mopti","Mopti Commune",NA,861,3770
"516",2015-06-17,"Mopti","Djenne","Djenne Commune",NA,20,30
"517",2015-06-17,"Mopti","Bankass","Bankass",NA,4,6
"518",2015-06-17,"Mopti","Youwarou","Youwarou",NA,11,77
"519",2015-06-17,"Ségou","Niono","Niono",NA,54,264
"520",2015-06-17,"Ségou","Tominian","Tominian",NA,8,33
"521",2015-06-17,"Ségou","Macina","Macina",NA,5,16
"522",2015-06-17,"Mopti","Koro","Koro",NA,27,98
"523",2015-06-17,"Mopti","Douentza","Douentza Commune",NA,24,84
"524",2015-06-17,"Tombouctou","Dire","Dire",NA,1128,3658
"525",2015-06-17,"Tombouctou","Tombouctou","Tombouctou",NA,1872,12044
"526",2015-06-17,"Mopti","Tenenkou","Tenenkou Commune",NA,18,54
"527",2015-06-17,"Gao","Gao","Gao",NA,366,1706
"528",2015-06-17,"Tombouctou","Niafunke","Souboundou",NA,1044,6151
"529",2015-06-17,"Tombouctou","Gourma-Rharous","Rharous",NA,1168,7300
"530",2015-06-17,"Tombouctou","Goundam","Goundam Commune",NA,3368,21912
"531",2015-06-17,"Gao","Bourem","Bourem",NA,262,1518
"532",2015-06-17,"Gao","Ansongo","Ansongo",NA,809,3888
"533",2015-06-17,"Gao","Menaka","Menaka",NA,718,3713
"534",2015-06-17,"Kidal","Tin-Essako","Tin Essako",NA,248,967
"535",2015-06-17,"Kidal","Kidal","Anefif",NA,166,953
"536",2015-06-17,"Bamako","Bamako","Commune V",NA,388,1909
"537",2015-06-17,"Bamako","Bamako","Commune VI",NA,416,2474
"538",2015-06-17,"Bamako","Bamako","Commune III",NA,383,2299
"539",2015-06-17,"Bamako","Bamako","Commune IV",NA,384,1542
"540",2015-06-17,"Kidal","Abeibara","Abeibara",NA,750,2877
"541",2015-06-17,"Kidal","Tessalit","Tessalit",NA,292,860
"542",2015-06-17,"Bamako","Bamako","Commune II",NA,118,541
"543",2015-06-17,"Bamako","Bamako","Commune I",NA,495,2840
"544",2015-07-31,"Bamako","Bamako","Commune I",NA,454,2577
"545",2015-07-31,"Bamako","Bamako","Commune II",NA,95,405
"546",2015-07-31,"Kidal","Tessalit","Tessalit",NA,292,860
"547",2015-07-31,"Kidal","Abeibara","Abeibara",NA,700,2705
"548",2015-07-31,"Bamako","Bamako","Commune III",NA,331,1589
"549",2015-07-31,"Bamako","Bamako","Commune IV",NA,257,1087
"550",2015-07-31,"Bamako","Bamako","Commune V",NA,366,1720
"551",2015-07-31,"Bamako","Bamako","Commune VI",NA,231,1123
"552",2015-07-31,NA,NA,NA,NA,0,0
"553",2015-07-31,NA,NA,NA,NA,0,0
"554",2015-07-31,NA,NA,NA,NA,0,0
"555",2015-07-31,"Kidal","Kidal","Anefif",NA,105,681
"556",2015-07-31,"Kidal","Tin-Essako","Tin Essako",NA,248,967
"557",2015-07-31,"Gao","Menaka","Menaka",NA,610,2756
"558",2015-07-31,"Gao","Bourem","Bourem",NA,1971,4386
"559",2015-07-31,"Gao","Ansongo","Ansongo",NA,398,1705
"560",2015-07-31,"Tombouctou","Goundam","Goundam Commune",NA,3476,18714
"561",2015-07-31,"Tombouctou","Gourma-Rharous","Rharous",NA,1031,6140
"562",2015-07-31,"Gao","Gao","Gao",NA,1097,3148
"563",2015-07-31,"Tombouctou","Niafunke","Souboundou",NA,1360,5843
"564",2015-07-31,"Mopti","Tenenkou","Tenenkou Commune",NA,35,125
"565",2015-07-31,"Tombouctou","Tombouctou","Tombouctou",NA,1208,6793
"566",2015-07-31,"Tombouctou","Dire","Dire",NA,1423,5299
"567",2015-07-31,"Mopti","Douentza","Douentza Commune",NA,24,84
"568",2015-07-31,"Mopti","Djenne","Djenne Commune",NA,20,30
"569",2015-07-31,"Mopti","Koro","Koro",NA,26,98
"570",2015-07-31,"Ségou","Macina","Macina",NA,5,16
"571",2015-07-31,"Mopti","Mopti","Mopti Commune",NA,856,3237
"572",2015-07-31,"Ségou","Tominian","Tominian",NA,8,33
"573",2015-07-31,"Mopti","Bankass","Bankass",NA,5,15
"574",2015-07-31,"Mopti","Youwarou","Youwarou",NA,16,116
"575",2015-07-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"576",2015-07-31,"Ségou","Segou","Segou Commune",NA,229,825
"577",2015-07-31,"Ségou","Baroueli","Baraoueli",NA,5,17
"578",2015-07-31,"Ségou","San","San Commune",NA,69,253
"579",2015-07-31,"Ségou","Bla","Bla",NA,7,23
"580",2015-07-31,"Ségou","Niono","Niono",NA,43,183
"581",2015-07-31,"Sikasso","Bougouni","Bougouni Commune",NA,2,2
"582",2015-07-31,"Sikasso","Sikasso","SIKASSO Commune",NA,29,32
"583",2015-07-31,"Sikasso","Yanfolila","Baya",NA,1,1
"584",2015-07-31,"Sikasso","Koutiala","Koutiala Commune",NA,46,79
"585",2015-07-31,"Kayes","Diema","Diema",NA,4,17
"586",2015-07-31,"Kayes","Kayes","Kayes Commune",NA,49,118
"587",2015-07-31,"Kayes","Nioro","Nioro Commune",NA,7,18
"588",2015-07-31,"Sikasso","Yorosso","Yorosso",NA,1,1
"589",2015-07-31,"Koulikoro","Kati","Kati Commune",NA,895,4226
"590",2015-07-31,"Koulikoro","Dioila","Guegneka",NA,9,34
"591",2015-07-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,21,60
"592",2015-09-17,"Koulikoro","Dioila","Guegneka",NA,9,34
"593",2015-09-17,"Koulikoro","Kati","Kati Commune",NA,895,4226
"594",2015-09-17,"Sikasso","Yorosso","Yorosso",NA,1,1
"595",2015-09-17,"Kayes","Nioro","Nioro Commune",NA,7,18
"596",2015-09-17,"Koulikoro","Koulikoro","Koulikoro Commune",NA,21,60
"597",2015-09-17,"Kayes","Kayes","Kayes Commune",NA,49,118
"598",2015-09-17,"Kayes","Diema","Diema",NA,4,17
"599",2015-09-17,"Sikasso","Yanfolila","Baya",NA,1,1
"600",2015-09-17,"Sikasso","Koutiala","Koutiala Commune",NA,46,79
"601",2015-09-17,"Sikasso","Bougouni","Bougouni Commune",NA,2,2
"602",2015-09-17,"Sikasso","Sikasso","SIKASSO Commune",NA,29,32
"603",2015-09-17,"Ségou","Baroueli","Baraoueli",NA,5,17
"604",2015-09-17,"Ségou","Bla","Bla",NA,7,23
"605",2015-09-17,"Ségou","San","San Commune",NA,69,253
"606",2015-09-17,"Ségou","Segou","Segou Commune",NA,229,825
"607",2015-09-17,"Mopti","Bankass","Bankass",NA,5,15
"608",2015-09-17,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"609",2015-09-17,"Mopti","Youwarou","Youwarou",NA,16,116
"610",2015-09-17,"Ségou","Tominian","Tominian",NA,8,33
"611",2015-09-17,"Ségou","Niono","Niono",NA,43,183
"612",2015-09-17,"Mopti","Mopti","Mopti Commune",NA,856,3237
"613",2015-09-17,"Ségou","Macina","Macina",NA,5,16
"614",2015-09-17,"Mopti","Koro","Koro",NA,26,98
"615",2015-09-17,"Mopti","Djenne","Djenne Commune",NA,20,30
"616",2015-09-17,"Mopti","Douentza","Douentza Commune",NA,24,84
"617",2015-09-17,"Tombouctou","Dire","Dire",NA,1423,5299
"618",2015-09-17,"Tombouctou","Tombouctou","Tombouctou",NA,517,3852
"619",2015-09-17,"Mopti","Tenenkou","Tenenkou Commune",NA,35,125
"620",2015-09-17,"Tombouctou","Niafunke","Souboundou",NA,729,3623
"621",2015-09-17,"Tombouctou","Gourma-Rharous","Rharous",NA,612,4363
"622",2015-09-17,"Tombouctou","Goundam","Goundam Commune",NA,1290,9389
"623",2015-09-17,"Gao","Gao","Gao",NA,1097,3148
"624",2015-09-17,"Gao","Bourem","Bourem",NA,1971,4386
"625",2015-09-17,"Gao","Ansongo","Ansongo",NA,398,1705
"626",2015-09-17,"Gao","Menaka","Menaka",NA,610,2756
"627",2015-09-17,"Kidal","Tin-Essako","Tin Essako",NA,248,967
"628",2015-09-17,"Kidal","Kidal","Anefif",NA,105,681
"629",2015-09-17,"Bamako","Bamako","Commune V",NA,366,1720
"630",2015-09-17,"Bamako","Bamako","Commune VI",NA,231,1123
"631",2015-09-17,"Bamako","Bamako","Commune III",NA,331,1589
"632",2015-09-17,"Bamako","Bamako","Commune IV",NA,257,1087
"633",2015-09-17,"Kidal","Abeibara","Abeibara",NA,700,2705
"634",2015-09-17,"Kidal","Tessalit","Tessalit",NA,292,860
"635",2015-09-17,"Bamako","Bamako","Commune II",NA,95,405
"636",2015-09-17,"Bamako","Bamako","Commune I",NA,454,2577
"637",2015-11-30,"Bamako","Bamako","Commune I",NA,454,2577
"638",2015-11-30,"Bamako","Bamako","Commune II",NA,95,405
"639",2015-11-30,"Kidal","Tessalit","Tessalit",NA,292,860
"640",2015-11-30,"Bamako","Bamako","Commune IV",NA,257,1087
"641",2015-11-30,"Bamako","Bamako","Commune III",NA,331,1589
"642",2015-11-30,"Bamako","Bamako","Commune VI",NA,231,1123
"643",2015-11-30,"Bamako","Bamako","Commune V",NA,366,1720
"644",2015-11-30,"Kidal","Kidal","Anefif",NA,105,681
"645",2015-11-30,"Kidal","Tin-Essako","Tin Essako",NA,248,967
"646",2015-11-30,"Kidal","Abeibara","Abeibara",NA,700,2705
"647",2015-11-30,"Gao","Menaka","Menaka",NA,610,2756
"648",2015-11-30,"Gao","Bourem","Bourem",NA,1981,4386
"649",2015-11-30,"Gao","Gao","Gao",NA,1097,3148
"650",2015-11-30,"Gao","Ansongo","Ansongo",NA,388,1705
"651",2015-11-30,"Tombouctou","Goundam","Goundam Commune",NA,1290,9389
"652",2015-11-30,"Tombouctou","Gourma-Rharous","Rharous",NA,612,4363
"653",2015-11-30,"Tombouctou","Niafunke","Souboundou",NA,729,3623
"654",2015-11-30,"Mopti","Tenenkou","Tenenkou Commune",NA,35,125
"655",2015-11-30,"Tombouctou","Tombouctou","Tombouctou",NA,517,3852
"656",2015-11-30,"Tombouctou","Dire","Dire",NA,1423,5299
"657",2015-11-30,"Mopti","Douentza","Douentza Commune",NA,24,84
"658",2015-11-30,"Mopti","Koro","Koro",NA,26,98
"659",2015-11-30,"Ségou","Macina","Macina",NA,5,16
"660",2015-11-30,"Mopti","Mopti","Mopti Commune",NA,856,3237
"661",2015-11-30,"Ségou","Niono","Niono",NA,43,183
"662",2015-11-30,"Ségou","Tominian","Tominian",NA,8,33
"663",2015-11-30,"Mopti","Youwarou","Youwarou",NA,16,116
"664",2015-11-30,"Mopti","Djenne","Djenne Commune",NA,20,30
"665",2015-11-30,"Mopti","Bankass","Bankass",NA,5,15
"666",2015-11-30,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"667",2015-11-30,"Ségou","Segou","Segou Commune",NA,229,825
"668",2015-11-30,"Ségou","Bla","Bla",NA,7,23
"669",2015-11-30,"Ségou","San","San Commune",NA,69,253
"670",2015-11-30,"Ségou","Baroueli","Baraoueli",NA,5,17
"671",2015-11-30,"Sikasso","Sikasso","SIKASSO Commune",NA,29,32
"672",2015-11-30,"Sikasso","Bougouni","Bougouni Commune",NA,2,2
"673",2015-11-30,"Sikasso","Koutiala","Koutiala Commune",NA,46,79
"674",2015-11-30,"Sikasso","Yanfolila","Baya",NA,1,1
"675",2015-11-30,"Kayes","Diema","Diema",NA,4,17
"676",2015-11-30,"Kayes","Kayes","Kayes Commune",NA,49,118
"677",2015-11-30,"Koulikoro","Koulikoro","Koulikoro Commune",NA,22,61
"678",2015-11-30,"Kayes","Nioro","Nioro Commune",NA,7,18
"679",2015-11-30,"Sikasso","Yorosso","Yorosso",NA,1,1
"680",2015-11-30,"Koulikoro","Kati","Kati Commune",NA,894,4225
"681",2015-11-30,"Koulikoro","Dioila","Guegneka",NA,9,34
"682",2016-01-31,"Kayes","Kayes","Kayes Commune",NA,2,6
"683",2016-01-31,"Kayes","Diema","Diema",NA,23,57
"684",2016-01-31,"Kayes","Nioro","Nioro Commune",NA,7,18
"685",2016-01-31,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,55
"686",2016-01-31,"Koulikoro","Dioila","Guegneka",NA,8,33
"687",2016-01-31,"Koulikoro","Kati","Kati Commune",NA,637,2874
"688",2016-01-31,"Sikasso","Yorosso","Yorosso",NA,1,5
"689",2016-01-31,"Sikasso","Yanfolila","Baya",NA,14,14
"690",2016-01-31,"Sikasso","Koutiala","Koutiala Commune",NA,1,5
"691",2016-01-31,"Sikasso","Bougouni","Bougouni Commune",NA,14,21
"692",2016-01-31,"Sikasso","Sikasso","SIKASSO Commune",NA,1,1
"693",2016-01-31,"Ségou","Baroueli","Baraoueli",NA,5,17
"694",2016-01-31,"Ségou","Segou","Segou Commune",NA,197,704
"695",2016-01-31,"Ségou","Bla","Bla",NA,5,21
"696",2016-01-31,"Ségou","San","San Commune",NA,67,249
"697",2016-01-31,"Ségou","Niono","Niono",NA,41,181
"698",2016-01-31,"Ségou","Tominian","Tominian",NA,6,30
"699",2016-01-31,"Ségou","Macina","Macina",NA,5,16
"700",2016-01-31,"Mopti","Mopti","Mopti Commune",NA,567,1880
"701",2016-01-31,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"702",2016-01-31,"Mopti","Bankass","Bankass",NA,5,15
"703",2016-01-31,"Mopti","Youwarou","Youwarou",NA,16,115
"704",2016-01-31,"Mopti","Djenne","Djenne Commune",NA,18,28
"705",2016-01-31,"Mopti","Douentza","Douentza Commune",NA,24,84
"706",2016-01-31,"Mopti","Koro","Koro",NA,23,93
"707",2016-01-31,"Mopti","Tenenkou","Tenenkou Commune",NA,28,87
"708",2016-01-31,"Tombouctou","Tombouctou","Tombouctou",NA,575,4649
"709",2016-01-31,"Tombouctou","Dire","Dire",NA,199,1236
"710",2016-01-31,"Tombouctou","Goundam","Goundam Commune",NA,2261,14609
"711",2016-01-31,"Tombouctou","Gourma-Rharous","Rharous",NA,432,831
"712",2016-01-31,"Tombouctou","Niafunke","Souboundou",NA,801,3743
"713",2016-01-31,"Gao","Gao","Gao",NA,1749,8650
"714",2016-01-31,"Gao","Ansongo","Ansongo",NA,107,493
"715",2016-01-31,"Gao","Bourem","Bourem",NA,3,26
"716",2016-01-31,"Gao","Menaka","Menaka",NA,444,2562
"717",2016-01-31,"Kidal","Kidal","Anefif",NA,154,459
"718",2016-01-31,"Kidal","Tin-Essako","Tin Essako",NA,NA,NA
"719",2016-01-31,"Kidal","Abeibara","Abeibara",NA,40,150
"720",2016-01-31,"Kidal","Tessalit","Tessalit",NA,NA,NA
"721",2016-01-31,"Bamako","Bamako","Commune I",NA,336,1902
"722",2016-01-31,"Bamako","Bamako","Commune II",NA,78,369
"723",2016-01-31,"Bamako","Bamako","Commune III",NA,237,1159
"724",2016-01-31,"Bamako","Bamako","Commune IV",NA,183,783
"725",2016-01-31,"Bamako","Bamako","Commune V",NA,212,957
"726",2016-01-31,"Bamako","Bamako","Commune VI",NA,116,654
"727",2016-02-29,"Kayes","Kayes","Kayes Commune",NA,23,57
"728",2016-02-29,"Kayes","Diema","Diema",NA,2,6
"729",2016-02-29,"Kayes","Nioro","Nioro Commune",NA,7,18
"730",2016-02-29,"Koulikoro","Koulikoro","Koulikoro Commune",NA,18,55
"731",2016-02-29,"Koulikoro","Dioila","Guegneka",NA,5,24
"732",2016-02-29,"Koulikoro","Dioila","Kaladougou",NA,3,9
"733",2016-02-29,"Koulikoro","Kati","Baguineda Camp",NA,1,4
"734",2016-02-29,"Koulikoro","Kati","Kalabancoro",NA,526,2226
"735",2016-02-29,"Koulikoro","Kati","Kambila",NA,1,21
"736",2016-02-29,"Koulikoro","Kati","Kati Commune",NA,23,104
"737",2016-02-29,"Koulikoro","Kati","Mande",NA,18,84
"738",2016-02-29,"Koulikoro","Kati","Moribabougou",NA,47,322
"739",2016-02-29,"Koulikoro","Kati","Sangarebougou",NA,21,113
"740",2016-02-29,"Sikasso","Yanfolila","Wassoulou Balle",NA,1,1
"741",2016-02-29,"Sikasso","Koutiala","Koutiala Commune",NA,20,35
"742",2016-02-29,"Sikasso","Sikasso","SIKASSO Commune",NA,10,10
"743",2016-02-29,"Ségou","Baroueli","Baraoueli",NA,3,10
"744",2016-02-29,"Ségou","Baroueli","Sanando",NA,2,7
"745",2016-02-29,"Ségou","Segou","Dioro",NA,2,14
"746",2016-02-29,"Ségou","Segou","Dougabougou",NA,10,23
"747",2016-02-29,"Ségou","Segou","Markala",NA,9,30
"748",2016-02-29,"Ségou","Segou","Pelengana",NA,36,129
"749",2016-02-29,"Ségou","Segou","Sebougou",NA,17,66
"750",2016-02-29,"Ségou","Segou","Segou Commune",NA,123,442
"751",2016-02-29,"Ségou","Bla","Bla",NA,5,21
"752",2016-02-29,"Ségou","San","San Commune",NA,67,249
"753",2016-02-29,"Ségou","Niono","Mariko",NA,0,0
"754",2016-02-29,"Ségou","Niono","Nampalari",NA,0,0
"755",2016-02-29,"Ségou","Niono","Niono",NA,41,181
"756",2016-02-29,"Ségou","Niono","Siribala",NA,0,0
"757",2016-02-29,"Ségou","Tominian","Benena",NA,1,3
"758",2016-02-29,"Ségou","Tominian","Tominian",NA,5,27
"759",2016-02-29,"Ségou","Macina","Kokry Centre",NA,2,9
"760",2016-02-29,"Ségou","Macina","Macina",NA,3,7
"761",2016-02-29,"Mopti","Mopti","Dialloube",NA,263,1112
"762",2016-02-29,"Mopti","Mopti","Fatoma",NA,15,49
"763",2016-02-29,"Mopti","Mopti","Konna",NA,7,13
"764",2016-02-29,"Mopti","Mopti","Korombana",NA,10,43
"765",2016-02-29,"Mopti","Mopti","Koubaye",NA,0,0
"766",2016-02-29,"Mopti","Mopti","Mopti Commune",NA,156,356
"767",2016-02-29,"Mopti","Mopti","Sio",NA,12,25
"768",2016-02-29,"Mopti","Mopti","Socoura",NA,104,282
"769",2016-02-29,"Mopti","Bandiagara","Bandiagara Commune",NA,16,42
"770",2016-02-29,"Mopti","Bandiagara","Segue Ire",NA,NA,NA
"771",2016-02-29,"Mopti","Bankass","Bankass",NA,5,15
"772",2016-02-29,"Mopti","Youwarou","Bimbere Tama",NA,7,55
"773",2016-02-29,"Mopti","Youwarou","Deboye",NA,NA,NA
"774",2016-02-29,"Mopti","Youwarou","Dongo",NA,0,0
"775",2016-02-29,"Mopti","Youwarou","Farimake",NA,NA,NA
"776",2016-02-29,"Mopti","Youwarou","Youwarou",NA,9,60
"777",2016-02-29,"Mopti","Djenne","Djenne Commune",NA,18,28
"778",2016-02-29,"Mopti","Douentza","Dallah",NA,NA,NA
"779",2016-02-29,"Mopti","Douentza","Debere",NA,NA,NA
"780",2016-02-29,"Mopti","Douentza","Dianwely",NA,NA,NA
"781",2016-02-29,"Mopti","Douentza","Djaptodji",NA,NA,NA
